2020_01_08_16_41_10_1114349181 : -----------------------------------------
2020_01_08_16_41_10_1114349181 : https://finance.forumactif.com
2020_01_08_16_41_10_1114349181 : https://ichimokuscanner.000webhostapp.com
2020_01_08_16_41_10_1114349181 : Email: investdatasystems@yahoo.com
2020_01_08_16_41_10_1114349181 : -----------------------------------------
2020_01_08_16_41_10_1114349181 : Starting IchimokuUltimateScannerEA2020 5.3
2020_01_08_16_41_11_1114350195 : Running mode : Run Only Once.
2020_01_08_16_41_11_1114350288 : EURUSD : PREV japanese candlestick HAS CROSSED OVER kumo in M1 --- ASK/BUY = 1.11194 --- BID/SELL = 1.11192 --- KIJUN = 1.11221500
2020_01_08_16_41_11_1114350491 : EURUSD : PREV japanese candlestick HAS CROSSED UNDER kumo in M3 --- ASK/BUY = 1.11194 --- BID/SELL = 1.11192 --- KIJUN = 1.11200000
2020_01_08_16_42_12_1114411144 : USDCAD : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 1.30191 --- BID/SELL = 1.30185 --- KIJUN = 1.30543000
2020_01_08_16_42_12_1114411253 : USDCAD : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 1.30191 --- BID/SELL = 1.30185 --- KIJUN = 1.30662000
2020_01_08_16_42_12_1114411253 : USDCAD : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 1.30191 --- BID/SELL = 1.30185 --- KIJUN = 1.30662000
2020_01_08_16_42_12_1114411347 : USDCAD : PREV japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 1.30191 --- BID/SELL = 1.30185 --- KIJUN = 1.31361000
2020_01_08_16_42_12_1114411347 : USDCAD : CURR japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 1.30191 --- BID/SELL = 1.30185 --- KIJUN = 1.31361000
2020_01_08_16_42_12_1114411347 : *
2020_01_08_16_42_12_1114411456 : USDMXN : PREV japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.81739500
2020_01_08_16_42_12_1114411456 : USDMXN : CURR japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.81739500
2020_01_08_16_42_12_1114411550 : USDMXN : PREV japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.81664000
2020_01_08_16_42_12_1114411550 : USDMXN : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.81664000
2020_01_08_16_42_12_1114411753 : USDMXN : PREV japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.81189000
2020_01_08_16_42_12_1114411753 : USDMXN : CURR japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.81189000
2020_01_08_16_42_13_1114411862 : USDMXN : PREV japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.81189000
2020_01_08_16_42_13_1114411862 : USDMXN : CURR japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.81189000
2020_01_08_16_42_13_1114411955 : USDMXN : PREV japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.82189000
2020_01_08_16_42_13_1114411955 : USDMXN : CURR japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.82189000
2020_01_08_16_42_13_1114412065 : USDMXN : PREV japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.83374000
2020_01_08_16_42_13_1114412065 : USDMXN : CURR japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.83374000
2020_01_08_16_42_13_1114412158 : USDMXN : PREV japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.84114000
2020_01_08_16_42_13_1114412158 : USDMXN : CURR japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.84114000
2020_01_08_16_42_13_1114412252 : USDMXN : PREV japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.84114000
2020_01_08_16_42_13_1114412252 : USDMXN : CURR japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.84114000
2020_01_08_16_42_13_1114412361 : USDMXN : PREV japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.87769000
2020_01_08_16_42_13_1114412361 : USDMXN : CURR japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.87769000
2020_01_08_16_42_13_1114412455 : USDMXN : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.89839000
2020_01_08_16_42_13_1114412455 : USDMXN : CURR japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.89839000
2020_01_08_16_42_13_1114412564 : USDMXN : PREV japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.89839000
2020_01_08_16_42_13_1114412564 : USDMXN : CURR japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.89839000
2020_01_08_16_42_13_1114412657 : USDMXN : PREV japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.90824000
2020_01_08_16_42_13_1114412657 : USDMXN : CURR japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.90824000
2020_01_08_16_42_13_1114412767 : USDMXN : PREV japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.90824000
2020_01_08_16_42_13_1114412767 : USDMXN : CURR japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.90824000
2020_01_08_16_42_14_1114412860 : USDMXN : PREV japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.90824000
2020_01_08_16_42_14_1114412860 : USDMXN : CURR japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.90824000
2020_01_08_16_42_14_1114412969 : USDMXN : PREV japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.90824000
2020_01_08_16_42_14_1114412969 : USDMXN : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.90824000
2020_01_08_16_42_14_1114413063 : USDMXN : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.91450000
2020_01_08_16_42_14_1114413063 : USDMXN : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 18.91450000
2020_01_08_16_42_14_1114413157 : USDMXN : PREV japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 19.20891000
2020_01_08_16_42_14_1114413157 : USDMXN : CURR japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 18.829 --- BID/SELL = 18.82774 --- KIJUN = 19.20891000
2020_01_08_16_42_14_1114413157 : *
2020_01_08_16_42_14_1114413266 : USDNOK : PREV japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 8.854620000000001 --- BID/SELL = 8.85385 --- KIJUN = 8.85626500
2020_01_08_16_42_14_1114413266 : USDNOK : CURR japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 8.854620000000001 --- BID/SELL = 8.85385 --- KIJUN = 8.85626500
2020_01_08_16_42_14_1114413359 : USDNOK : PREV japanese candlestick IS UNDER kumo in M2 --- ASK/BUY = 8.854520000000001 --- BID/SELL = 8.85385 --- KIJUN = 8.85735000
2020_01_08_16_42_14_1114413359 : USDNOK : CURR japanese candlestick IS UNDER kumo in M2 --- ASK/BUY = 8.854520000000001 --- BID/SELL = 8.85385 --- KIJUN = 8.85735000
2020_01_08_16_42_14_1114413469 : USDNOK : CURR japanese candlestick IS UNDER kumo in M3 --- ASK/BUY = 8.854520000000001 --- BID/SELL = 8.85385 --- KIJUN = 8.85735000
2020_01_08_16_42_14_1114413469 : USDNOK : PREV japanese candlestick HAS CROSSED UNDER kumo in M3 --- ASK/BUY = 8.854520000000001 --- BID/SELL = 8.85385 --- KIJUN = 8.85735000
2020_01_08_16_42_14_1114413562 : USDNOK : CURR japanese candlestick HAS CROSSED UNDER kumo in M4 --- ASK/BUY = 8.854520000000001 --- BID/SELL = 8.85385 --- KIJUN = 8.85735000
2020_01_08_16_42_15_1114413859 : USDNOK : PREV japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 8.85446 --- BID/SELL = 8.85369 --- KIJUN = 8.85719500
2020_01_08_16_42_15_1114413968 : USDNOK : PREV japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 8.85446 --- BID/SELL = 8.85365 --- KIJUN = 8.85723000
2020_01_08_16_42_15_1114413968 : USDNOK : CURR japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 8.85446 --- BID/SELL = 8.85365 --- KIJUN = 8.85723000
2020_01_08_16_42_15_1114414061 : USDNOK : PREV japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 8.854520000000001 --- BID/SELL = 8.85365 --- KIJUN = 8.85272000
2020_01_08_16_42_15_1114414171 : USDNOK : PREV japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 8.85459 --- BID/SELL = 8.85365 --- KIJUN = 8.85030500
2020_01_08_16_42_15_1114414171 : USDNOK : CURR japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 8.85459 --- BID/SELL = 8.85365 --- KIJUN = 8.85030500
2020_01_08_16_42_15_1114414264 : USDNOK : PREV japanese candlestick IS OVER kumo in H1 --- ASK/BUY = 8.854520000000001 --- BID/SELL = 8.85365 --- KIJUN = 8.84650000
2020_01_08_16_42_15_1114414264 : USDNOK : CURR japanese candlestick IS OVER kumo in H1 --- ASK/BUY = 8.854520000000001 --- BID/SELL = 8.85365 --- KIJUN = 8.84650000
2020_01_08_16_42_15_1114414373 : USDNOK : PREV japanese candlestick IS OVER kumo in H2 --- ASK/BUY = 8.8545 --- BID/SELL = 8.85365 --- KIJUN = 8.82515000
2020_01_08_16_42_15_1114414373 : USDNOK : CURR japanese candlestick IS OVER kumo in H2 --- ASK/BUY = 8.8545 --- BID/SELL = 8.85365 --- KIJUN = 8.82515000
2020_01_08_16_42_15_1114414670 : USDNOK : PREV japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 8.8545 --- BID/SELL = 8.85365 --- KIJUN = 8.81522000
2020_01_08_16_42_15_1114414670 : USDNOK : CURR japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 8.8545 --- BID/SELL = 8.85365 --- KIJUN = 8.81522000
2020_01_08_16_42_15_1114414763 : USDNOK : PREV japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 8.8545 --- BID/SELL = 8.85365 --- KIJUN = 8.83071500
2020_01_08_16_42_15_1114414763 : USDNOK : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 8.8545 --- BID/SELL = 8.85365 --- KIJUN = 8.83071500
2020_01_08_16_42_16_1114414873 : USDNOK : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 8.8545 --- BID/SELL = 8.85365 --- KIJUN = 8.88173500
2020_01_08_16_42_16_1114414873 : USDNOK : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 8.8545 --- BID/SELL = 8.85365 --- KIJUN = 8.88173500
2020_01_08_16_42_16_1114414966 : USDNOK : PREV japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 8.8545 --- BID/SELL = 8.85365 --- KIJUN = 8.98663500
2020_01_08_16_42_16_1114414966 : USDNOK : CURR japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 8.8545 --- BID/SELL = 8.85365 --- KIJUN = 8.98663500
2020_01_08_16_42_16_1114414966 : *
2020_01_08_16_42_16_1114415075 : USDSGD : CURR japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35068000
2020_01_08_16_42_16_1114415169 : USDSGD : PREV japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35062500
2020_01_08_16_42_16_1114415169 : USDSGD : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35062500
2020_01_08_16_42_16_1114415263 : USDSGD : PREV japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35062500
2020_01_08_16_42_16_1114415263 : USDSGD : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35062500
2020_01_08_16_42_16_1114415372 : USDSGD : PREV japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35062500
2020_01_08_16_42_16_1114415372 : USDSGD : CURR japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35062500
2020_01_08_16_42_16_1114415465 : USDSGD : PREV japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35058000
2020_01_08_16_42_16_1114415465 : USDSGD : CURR japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35058000
2020_01_08_16_42_16_1114415575 : USDSGD : PREV japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35058000
2020_01_08_16_42_16_1114415575 : USDSGD : CURR japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35058000
2020_01_08_16_42_16_1114415668 : USDSGD : PREV japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35056500
2020_01_08_16_42_16_1114415668 : USDSGD : CURR japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35056500
2020_01_08_16_42_17_1114415871 : USDSGD : CURR japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35040000
2020_01_08_16_42_17_1114415965 : USDSGD : CURR japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35067500
2020_01_08_16_42_17_1114415965 : USDSGD : PREV japanese candlestick HAS CROSSED OVER kumo in M30 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35067500
2020_01_08_16_42_17_1114416074 : USDSGD : PREV japanese candlestick IS OVER kumo in H1 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35059000
2020_01_08_16_42_17_1114416074 : USDSGD : CURR japanese candlestick IS OVER kumo in H1 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35059000
2020_01_08_16_42_17_1114416167 : USDSGD : PREV japanese candlestick IS OVER kumo in H2 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35012500
2020_01_08_16_42_17_1114416167 : USDSGD : CURR japanese candlestick IS OVER kumo in H2 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35012500
2020_01_08_16_42_17_1114416277 : USDSGD : CURR japanese candlestick IS OVER kumo in H3 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35012500
2020_01_08_16_42_17_1114416277 : USDSGD : PREV japanese candlestick HAS CROSSED OVER kumo in H3 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35012500
2020_01_08_16_42_17_1114416370 : USDSGD : CURR japanese candlestick HAS CROSSED OVER kumo in H4 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.34945000
2020_01_08_16_42_17_1114416479 : USDSGD : PREV japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.34845000
2020_01_08_16_42_17_1114416479 : USDSGD : CURR japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.34845000
2020_01_08_16_42_17_1114416573 : USDSGD : PREV japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.34962500
2020_01_08_16_42_17_1114416573 : USDSGD : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.34962500
2020_01_08_16_42_17_1114416682 : USDSGD : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35053500
2020_01_08_16_42_17_1114416682 : USDSGD : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35053500
2020_01_08_16_42_17_1114416776 : USDSGD : PREV japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35674500
2020_01_08_16_42_17_1114416776 : USDSGD : CURR japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 1.35097 --- BID/SELL = 1.35089 --- KIJUN = 1.35674500
2020_01_08_16_42_17_1114416776 : *
2020_01_08_16_42_18_1114416869 : USDSEK : PREV japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.45341000
2020_01_08_16_42_18_1114416869 : USDSEK : CURR japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.45341000
2020_01_08_16_42_18_1114417072 : USDSEK : PREV japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.45467500
2020_01_08_16_42_18_1114417072 : USDSEK : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.45467500
2020_01_08_16_42_18_1114417181 : USDSEK : PREV japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.45406000
2020_01_08_16_42_18_1114417181 : USDSEK : CURR japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.45406000
2020_01_08_16_42_18_1114417275 : USDSEK : PREV japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.45171000
2020_01_08_16_42_18_1114417275 : USDSEK : CURR japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.45171000
2020_01_08_16_42_18_1114417384 : USDSEK : PREV japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.45027500
2020_01_08_16_42_18_1114417384 : USDSEK : CURR japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.45027500
2020_01_08_16_42_18_1114417478 : USDSEK : PREV japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.44990500
2020_01_08_16_42_18_1114417478 : USDSEK : CURR japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.44990500
2020_01_08_16_42_18_1114417587 : USDSEK : PREV japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.44663500
2020_01_08_16_42_18_1114417587 : USDSEK : CURR japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.44663500
2020_01_08_16_42_18_1114417681 : USDSEK : CURR japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 9.45379 --- BID/SELL = 9.45276 --- KIJUN = 9.44586500
2020_01_08_16_42_19_1114417883 : USDSEK : PREV japanese candlestick IS OVER kumo in H1 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.44901500
2020_01_08_16_42_19_1114417883 : USDSEK : CURR japanese candlestick IS OVER kumo in H1 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.44901500
2020_01_08_16_42_19_1114417977 : USDSEK : PREV japanese candlestick IS OVER kumo in H2 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.43228000
2020_01_08_16_42_19_1114417977 : USDSEK : CURR japanese candlestick IS OVER kumo in H2 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.43228000
2020_01_08_16_42_19_1114418086 : USDSEK : PREV japanese candlestick IS OVER kumo in H3 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.42575000
2020_01_08_16_42_19_1114418086 : USDSEK : CURR japanese candlestick IS OVER kumo in H3 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.42575000
2020_01_08_16_42_19_1114418180 : USDSEK : PREV japanese candlestick IS OVER kumo in H4 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.40565500
2020_01_08_16_42_19_1114418180 : USDSEK : CURR japanese candlestick IS OVER kumo in H4 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.40565500
2020_01_08_16_42_19_1114418289 : USDSEK : PREV japanese candlestick IS OVER kumo in H6 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.38476000
2020_01_08_16_42_19_1114418289 : USDSEK : CURR japanese candlestick IS OVER kumo in H6 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.38476000
2020_01_08_16_42_19_1114418383 : USDSEK : PREV japanese candlestick IS OVER kumo in H8 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.38476000
2020_01_08_16_42_19_1114418585 : USDSEK : PREV japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.44084000
2020_01_08_16_42_19_1114418585 : USDSEK : CURR japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 9.45378 --- BID/SELL = 9.45276 --- KIJUN = 9.44084000
2020_01_08_16_42_19_1114418585 : *
2020_01_08_16_42_19_1114418679 : USDTRY : PREV japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95616000
2020_01_08_16_42_19_1114418679 : USDTRY : CURR japanese candlestick IS OVER kumo in M1 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95616000
2020_01_08_16_42_19_1114418788 : USDTRY : PREV japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95427500
2020_01_08_16_42_19_1114418788 : USDTRY : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95427500
2020_01_08_16_42_20_1114418882 : USDTRY : PREV japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95330500
2020_01_08_16_42_20_1114418882 : USDTRY : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95330500
2020_01_08_16_42_20_1114418991 : USDTRY : PREV japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95330500
2020_01_08_16_42_20_1114418991 : USDTRY : CURR japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95330500
2020_01_08_16_42_20_1114419085 : USDTRY : CURR japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95241500
2020_01_08_16_42_20_1114419085 : USDTRY : PREV japanese candlestick HAS CROSSED OVER kumo in M5 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95241500
2020_01_08_16_42_20_1114419287 : USDTRY : PREV japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.94981500
2020_01_08_16_42_20_1114419287 : USDTRY : CURR japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.94981500
2020_01_08_16_42_20_1114419397 : USDTRY : PREV japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95439000
2020_01_08_16_42_20_1114419397 : USDTRY : CURR japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95439000
2020_01_08_16_42_20_1114419490 : USDTRY : PREV japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95719000
2020_01_08_16_42_20_1114419490 : USDTRY : CURR japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95719000
2020_01_08_16_42_20_1114419584 : USDTRY : PREV japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95932000
2020_01_08_16_42_20_1114419584 : USDTRY : CURR japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.95932000
2020_01_08_16_42_20_1114419693 : USDTRY : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.96403000
2020_01_08_16_42_20_1114419693 : USDTRY : CURR japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 5.95954 --- BID/SELL = 5.95895 --- KIJUN = 5.96403000
